object_type,object_name,depends_on,depends_on_module
VIEW,V_Ana,base_sorc_list,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,dt_removefromsourcecontrol,dt_droppropertiesbyid,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_removefromsourcecontrol,dt_removefromsourcecontrol,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_removefromsourcecontrol,dtproperties,system / آبجکت‌های سیستمی SQL Server
FUNCTION,LstUsesOfUnit,LstUsesOfUnit,unknown / نیازمند بررسی
FUNCTION,LstUsesOfUnit,atm_Detail_Parts,unknown / نیازمند بررسی
FUNCTION,LstUsesOfUnit,base_fhbh,base / فهرست‌بها و اطلاعات پایه
FUNCTION,LstUsesOfUnit,base_sorc_list,base / فهرست‌بها و اطلاعات پایه
FUNCTION,LstUsesOfUnit,base_unit_raw,base / فهرست‌بها و اطلاعات پایه
FUNCTION,LstUsesOfUnit,brv_fhbh,brv / برآورد، قرارداد، ریزمتره، منابع
FUNCTION,LstUsesOfUnit,brv_sorc_all,brv / برآورد، قرارداد، ریزمتره، منابع
VIEW,V_ShakhesReshte2,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_ShakhesReshte2,V_ShakhesReshte2,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_ShakhesReshte2,base_shrs,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,dt_validateloginparams,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams,dt_validateloginparams,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams,sp_OACreate,unknown / نیازمند بررسی
PROCEDURE,dt_validateloginparams,sp_OAMethod,unknown / نیازمند بررسی
TRIGGER,smn_contract_DELETE,smn_contract,smn / صورت‌وضعیت، نظارت، ماهانه
PROCEDURE,new_project_permissions_For_Tree,brv_Template,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,new_project_permissions_For_Tree,new_project_permissions_For_Tree,unknown / نیازمند بررسی
FUNCTION,FN_CheckAnalyze,FN_CheckAnalyze,unknown / نیازمند بررسی
FUNCTION,FN_CheckAnalyze,base_nmmhb,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateDateCol,UpdateDateCol,unknown / نیازمند بررسی
VIEW,V_ShakhesReshte3,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_ShakhesReshte3,V_ShakhesReshte3,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_ShakhesReshte3,base_shrs,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,CNV08_FOSI_update_all,CNV08_FOSI_update_all,unknown / نیازمند بررسی
PROCEDURE,dt_vcsenabled,dt_vcsenabled,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_vcsenabled,sp_OACreate,unknown / نیازمند بررسی
VIEW,V_ShakhesReshte4,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
VIEW,V_ShakhesReshte4,V_ShakhesReshte4,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,V_ShakhesReshte4,base_shrs,base / فهرست‌بها و اطلاعات پایه
FUNCTION,GetStuBarcode,GetStuBarcode,unknown / نیازمند بررسی
PROCEDURE,ValidateDateCol,MakeDate,unknown / نیازمند بررسی
PROCEDURE,ValidateDateCol,ValidateDateCol,unknown / نیازمند بررسی
FUNCTION,GetLinkSorclist,GetLinkSorclist,unknown / نیازمند بررسی
FUNCTION,GetLinkSorclist,base_sorc_list,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,dt_whocheckedout,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout,dt_whocheckedout,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout,dtproperties,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout,sp_OACreate,unknown / نیازمند بررسی
PROCEDURE,dt_whocheckedout,sp_OAMethod,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,GetPersonalityTypeId,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,SetKarnamaFields,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,brv_type,brv / برآورد، قرارداد، ریزمتره، منابع
VIEW,viwBase1404,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1404,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1404,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase1404,viwBase1404,view / ویوهای محاسباتی و گزارش‌گیری
PROCEDURE,SetKarnamaFields,GetPersonalityTypeId,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,GetStuBarcode,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,SetKarnamaFields,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFields,brv_situ,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,SetKarnamaFields,brv_type,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,SetKarnamaFields,dt_getpropertiesbyid_vcs,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_displayoaerror_u,dt_displayoaerror,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_displayoaerror_u,dt_displayoaerror_u,system / آبجکت‌های سیستمی SQL Server
FUNCTION,MyReplace,MyReplace,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForSmallInt,ReturnZeroWithNullForSmallInt,unknown / نیازمند بررسی
FUNCTION,compare_projects_fhpy,compare_projects_fhpy,unknown / نیازمند بررسی
FUNCTION,ReturnZeroWithNullForSmallInt,ReturnZeroWithNullForSmallInt,unknown / نیازمند بررسی
FUNCTION,MyReplace,MyReplace,unknown / نیازمند بررسی
PROCEDURE,CreateBrvFhbhFk,CreateBrvFhbhFk,unknown / نیازمند بررسی
PROCEDURE,CreateBrvFhbhFk,brv_ader,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_bgml,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_dstb,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_hmbs,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_khmt,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_nmmhb,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvFhbhFk,brv_rzmt,brv / برآورد، قرارداد، ریزمتره، منابع
FUNCTION,RemoveLastDot,RemoveLastDot,unknown / نیازمند بررسی
PROCEDURE,CreateBrvMultFk,CreateBrvMultFk,unknown / نیازمند بررسی
PROCEDURE,CreateBrvMultFk,brv_acts,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvMultFk,brv_fhbh,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvMultFk,brv_mult_acts,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,CreateBrvMultFk,brv_mult_sub,brv / برآورد، قرارداد، ریزمتره، منابع
TABLE,brv_fhbh,brv_fhbh,brv / برآورد، قرارداد، ریزمتره، منابع
PROCEDURE,SetKarnamaFieldsSitu,GetStuBarcode,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFieldsSitu,SetKarnamaFieldsSitu,unknown / نیازمند بررسی
PROCEDURE,SetKarnamaFieldsSitu,brv_situ,brv / برآورد، قرارداد، ریزمتره، منابع
TRIGGER,Trg_Delete,Trg_Delete,unknown / نیازمند بررسی
TRIGGER,Trg_Delete,base_fhbh,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,set_user_state_peik,set_user_state_peik,unknown / نیازمند بررسی
PROCEDURE,PSNIMPORT01_prepare,psn_importer,psn / پیشنهادی/پرسنلی/ایمپورت مرتبط
VIEW,viwTadil,brv_ahta,brv / برآورد، قرارداد، ریزمتره، منابع
VIEW,viwTadil,viwTadil,view / ویوهای محاسباتی و گزارش‌گیری
VIEW,shrs,base_shrs,base / فهرست‌بها و اطلاعات پایه
VIEW,shrs,shrs,unknown / نیازمند بررسی
PROCEDURE,copy_base_nmmhb,copy_base_nmmhb,unknown / نیازمند بررسی
FUNCTION,ReturnZeroORNullForFloat,ReturnZeroORNullForFloat,unknown / نیازمند بررسی
VIEW,shfs,base_shfs,base / فهرست‌بها و اطلاعات پایه
VIEW,shfs,shfs,unknown / نیازمند بررسی
VIEW,viwBase97,base_book,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase97,base_fhbh,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase97,base_fsbs,base / فهرست‌بها و اطلاعات پایه
VIEW,viwBase97,viwBase97,view / ویوهای محاسباتی و گزارش‌گیری
FUNCTION,ReturnZeroWithNullForTinyInt,ReturnZeroWithNullForTinyInt,unknown / نیازمند بررسی
VIEW,shkl,base_shkl,base / فهرست‌بها و اطلاعات پایه
VIEW,shkl,shkl,unknown / نیازمند بررسی
PROCEDURE,dt_checkinobject_u,dt_checkinobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkinobject_u,dt_checkinobject_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkoutobject_u,dt_checkoutobject,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_checkoutobject_u,dt_checkoutobject_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol_u,dt_isundersourcecontrol,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_isundersourcecontrol_u,dt_isundersourcecontrol_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams_u,dt_validateloginparams,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_validateloginparams_u,dt_validateloginparams_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout_u,dt_whocheckedout,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,dt_whocheckedout_u,dt_whocheckedout_u,system / آبجکت‌های سیستمی SQL Server
PROCEDURE,UpdateYearCol_Mabna,Base_ShakhesYerSeMahe,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,Pek_intp,peik / گزارش‌ها و درخت گزارش
PROCEDURE,UpdateYearCol_Mabna,Pek_nash,peik / گزارش‌ها و درخت گزارش
PROCEDURE,UpdateYearCol_Mabna,UpdateYearCol_Mabna,unknown / نیازمند بررسی
PROCEDURE,UpdateYearCol_Mabna,base_ZrLc,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_acts_items,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_ader,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_book,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_dstb,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_fhbh,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_fosi,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_fsbs,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_grop,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_hmbs,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_mola_Year,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_mola_haml,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_mola_year,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_nmmhb,base / فهرست‌بها و اطلاعات پایه
PROCEDURE,UpdateYearCol_Mabna,base_pvst,base / فهرست‌بها و اطلاعات پایه
