table,prefix,family,xml_path,column_count,columns
brv_fhpy_Acts,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_fhpy_Acts,187,fhp_link_proj|fhp_nufh|fhp_coac|fhp_nusv|fhp_type|fhp_mbfh|fhp_mbsx|fhp_mbfc|fhp_mbmp|fhp_mb_totl|fhp_mbfh_z|fhp_mbsx_z|fhp_mbfc_z|fhp_mbmp_z|fhp_mb_totl_z|fhp_mbfh_work|fhp_mbsx_work|fhp_mbfc_work|fhp_mbmp_work|fhp_mb_work|fhp_mb_work_ol|fhp_mbfh_work_z|fhp_mbsx_work_z|fhp_mbfc_work_z|fhp_mbmp_work_z|fhp_mb_work_z|fhp_mb_work_ol_z|fhp_pr_work|fhp_pr_work_z|fhp_mbtj_work|fhp_mbtj_fmul_work|fhp_mbfh_work_tatb|fhp_mbsx_work_tatb|fhp_mbfc_work_tatb|fhp_mbmp_work_tatb|fhp_mb_work_tatb|fhp_mbfh_work_tatb_z|fhp_mbsx_work_tatb_z|fhp_mbfc_work_tatb_z|fhp_mbmp_work_tatb_z|fhp_mb_work_tatb_z|fhp_mbtj_work_tatb|fhp_fzkh_new|fhp_fzkh|fhp_fzkh_fznew|fhp_fzkh_kh|fhp_fzkh_sum|fhp_fzkh_new_z|fhp_fzkh_z|fhp_fzkh_fznew_z|fhp_fzkh_kh_z|fhp_fzkh_sum_z|fhp_pr_fzkh|fhp_pr_fzkh_z|fhp_btjh|fhp_tjhz_prcn|fhp_mbfh_tdil|fhp_mbsx_tdil|fhp_mb_totl_tdil|fhp_mb_work_tdil|fhp_mbfh_tdil_z|fhp_mbsx_tdil_z|fhp_mb_totl_tdil_z|fhp_mb_work_tdil_z|fhp_przr|fhp_prbv|fhp_prbv_z|fhp_prbv_tdil_z|fhp_prbv_tdil|fhp_mb49|fhp_mbtj|fhp_mbtj_fmul|fhp_mbts|fhp_tl49|fhp_tgrb|fhp_auto|fhp_prtj|fhp_mb_yargh_kh|fhp_mb_yargh_zr|fhp_mb_loca_fh|fhp_mb_loca_sx|fhp_mb_loca|fhp_mb_heit_fh|fhp_mb_heit_sx|fhp_mb_heit|fhp_mb_taba_fh|fhp_mb_taba_sx|fhp_mb_taba|fhp_mb_hard_fh|fhp_mb_hard_sx|fhp_mb_hard|fhp_mb_tatb_fh|fhp_mb_tatb_sx|fhp_mb_tatb|fhp_mb_oth1_fh|fhp_mb_oth1_sx|fhp_mb_oth1|fhp_mb_oth2_fh|fhp_mb_oth2_sx|fhp_mb_oth2_fc|fhp_mb_oth2|fhp_mb_oth3_fh|fhp_mb_oth3_sx|fhp_mb_oth3|fhp_mb_ovhd_fh|fhp_mb_ovhd_sx|fhp_mb_ovhd_fc|fhp_mb_ovhd|fhp_mb_sumz_fh|fhp_mb_sumz_sx|fhp_mb_sumz_fc|fhp_mb_sumz|fhp_mb_loca_fh_psn|fhp_mb_loca_sx_psn|fhp_mb_loca_psn|fhp_mb_heit_fh_psn|fhp_mb_heit_sx_psn|fhp_mb_heit_psn|fhp_mb_taba_fh_psn|fhp_mb_taba_sx_psn|fhp_mb_taba_psn|fhp_mb_hard_fh_psn|fhp_mb_hard_sx_psn|fhp_mb_hard_psn|fhp_mb_tatb_fh_psn|fhp_mb_tatb_sx_psn|fhp_mb_tatb_psn|fhp_mb_oth1_fh_psn|fhp_mb_oth1_sx_psn|fhp_mb_oth1_psn|fhp_mb_oth2_fh_psn|fhp_mb_oth2_sx_psn|fhp_mb_oth2_psn|fhp_mb_oth3_fh_psn|fhp_mb_oth3_sx_psn|fhp_mb_oth3_psn|fhp_mb_ovhd_fh_psn|fhp_mb_ovhd_sx_psn|fhp_mb_ovhd_psn|fhp_mb_sumz_fh_psn|fhp_mb_sumz_sx_psn|fhp_mb_sumz_psn|fhp_tgrb_psn|fhp_auto_psn|fhp_prtj_psn|fhp_mb49_psn|fhp_mbtj_psn|fhp_mbtj_fmul_psn|fhp_tl49_psn|fhp_prbv_49|fhp_roshd_49|fhp_mbfh_psn|fhp_mbsx_psn|fhp_mbmp_psn|fhp_mbfc_psn|fhp_mb_totl_psn|fhp_roshd|fhp_roshd_tdil|fhp_mbfh_psn_z|fhp_mbsx_psn_z|fhp_mbmp_psn_z|fhp_mbfc_psn_z|fhp_mb_totl_psn_z|fhp_roshd_z|fhp_zrib_z|fhp_roshd_tdil_z|fhp_mbfh_tdil_psn|fhp_mbsx_tdil_psn|fhp_mb_totl_tdil_psn|fhp_roshd_tdil_psn|fhp_mbfh_tdil_psn_z|fhp_mbsx_tdil_psn_z|fhp_mb_totl_tdil_psn_z|fhp_roshd_tdil_psn_z|fhp_prbv_tdil_psn_z|fhp_prbv_tdil_psn|fhp_mb_khtd|fhp_is_locked|fhp_lock_pass|fhp_lock_desc|fhp_mbts_psn|fhp_mb_yargh_kh_psn|fhp_mb_yargh_zr_psn|fhp_mb_tdil_10000|fhp_mbtj_tdil|fhp_mbtj_fmul_tdil|fhp_mbts_tdil
brv_sorc_all,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/ brv_sorc_all,19,src_link_proj|src_nusv|src_type|src_id|src_grop|src_rad|src_dscr|src_unit|src_pcun_net|src_pcun_amar|src_pcun_rooz|src_prcn_net|src_prcn_amar|src_prcn_rooz|src_prcn_st_net|src_prcn_st_amar|src_prcn_st_rooz|src_count|src_code_amel
brv_mult_acts,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_mult_acts,171,mlt_link_proj|mlt_nufh|mlt_nuse|mlt_coac|mlt_nusv|mlt_type|ses_bloc|ses_bloc_s|ses_bloc_t|ses_bhei|ses_bhei_s|ses_bhei_t|ses_btab|ses_btab_s|ses_btab_t|ses_bhar|ses_bhar_s|ses_bhar_t|ses_btat|ses_btat_s|ses_btat_t|ses_bovh|ses_bovh_s|ses_bovh_t|ses_both1|ses_both1_s|ses_both1_t|ses_both2|ses_both2_s|ses_both2_t|ses_both3|ses_both3_s|ses_both3_t|ses_sumz|ses_sumz_s|ses_sumz_totl|ses_pcfh|ses_pcsx|ses_pcfc|ses_pcmp|ses_pctl|ses_pcfh_z|ses_pcsx_z|ses_pcfc_z|ses_pcmp_z|ses_pctl_z|ses_prbv|ses_prbv_z|ses_przr|ses_nuan|ses_nura|ses_pcfh_work|ses_pcsx_work|ses_pcfc_work|ses_pcmp_work|ses_pcwo|ses_pcfh_work_tatb|ses_pcsx_work_tatb|ses_pcfc_work_tatb|ses_pcmp_work_tatb|ses_pctl_work_tatb|ses_pcwo_ol|ses_prcn_wo|ses_prwo|ses_pcfh_work_z|ses_pcsx_work_z|ses_pcfc_work_z|ses_pcmp_work_z|ses_pcwo_z|ses_pcfh_work_tatb_z|ses_pcsx_work_tatb_z|ses_pcfc_work_tatb_z|ses_pcmp_work_tatb_z|ses_pctl_work_tatb_z|ses_pcwo_ol_z|ses_prcn_wo_z|ses_prwo_z|ses_pcwo_new|ses_pcwo_afza|ses_pcwo_fznew|ses_pcwo_kahe|ses_sum_afkh|ses_pcwo_new_z|ses_pcwo_afza_z|ses_pcwo_fznew_z|ses_pcwo_kahe_z|ses_sum_afkh_z|ses_pcfh_tdil|ses_pcsx_tdil|ses_pctl_tdil|ses_pcwo_tdil|ses_pcfh_tdil_z|ses_pcsx_tdil_z|ses_pctl_tdil_z|ses_pcwo_tdil_z|ses_prbv_tdil|ses_prbv_tdil_z|ses_49fh|ses_49as|ses_49tl|ses_pr49|ses_bloc_psn|ses_bloc_s_psn|ses_bloc_t_psn|ses_bhei_psn|ses_bhei_s_psn|ses_bhei_t_psn|ses_btab_psn|ses_btab_s_psn|ses_btab_t_psn|ses_bhar_psn|ses_bhar_s_psn|ses_bhar_t_psn|ses_btat_psn|ses_btat_s_psn|ses_btat_t_psn|ses_bovh_psn|ses_bovh_s_psn|ses_bovh_t_psn|ses_both1_psn|ses_both1_s_psn|ses_both1_t_psn|ses_both2_psn|ses_both2_s_psn|ses_both2_t_psn|ses_both3_psn|ses_both3_s_psn|ses_both3_t_psn|ses_sumz_psn|ses_sumz_s_psn|ses_sumz_totl_psn|ses_49fh_psn|ses_49as_psn|ses_49tl_psn|ses_pr49_psn|ses_roshd49|ses_btjh|ses_pcfh_psn|ses_pcsx_psn|ses_pcfc_psn|ses_pcmp_psn|ses_pctl_psn|ses_prbv_psn|ses_pr_roshd|ses_pr_roshd_tdil|ses_pcfh_psn_z|ses_pcsx_psn_z|ses_pcfc_psn_z|ses_pcmp_psn_z|ses_pctl_psn_z|ses_prbv_psn_z|ses_pr_roshd_z|ses_zr_roshd_z|ses_pr_roshd_tdil_z|ses_pcfh_tdil_psn|ses_pcsx_tdil_psn|ses_pctl_tdil_psn|ses_pr_roshd_tdil_psn|ses_pcfh_tdil_psn_z|ses_pcsx_tdil_psn_z|ses_pctl_tdil_psn_z|ses_pr_roshd_tdil_psn_z|ses_pctd_10000|ses_pctl_10000|ses_prcn_dore_10000|ses_zrib_kol_10000|ses_zrib_tdil_10000|ses_pcfh_work_z_fmul|ses_pcsx_work_z_fmul|ses_pcfh_work_tatb_z_fmul|ses_pcsx_work_tatb_z_fmul
brv_acts_items,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_acts_items,9,aci_link_proj|aci_type|aci_nusv|aci_coac|aci_nufh|aci_nuse|aci_cofh|aci_abst|aci_astr
brv_Prodecessors,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_Prodecessors,6,prd_link_proj|prd_nusv|prd_type|prd_Task_coac|prd_Prodecessor_coac|prd_Lag
brv_sorc_price,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_sorc_price,15,srcp_code|srcp_link_proj|srcp_src_id|srcp_nusv|srcp_type|srcp_date|srcp_dscr|srcp_unit|srcp_factor_number|srcp_factor_dscr|srcp_input_quan|srcp_pcun|srcp_pcal|srcp_used_qty|srcp_return_qty
brv_sorc,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_sorc,46,src_link_proj|src_link_sorclist|src_nufh|src_nusv|src_type|src_rad|src_pcun_net|src_pcun_net_fmul|src_pcun_net_mola|src_pcun_amar|src_pcun_amar_fmul|src_pcun_amar_mola|src_pcun_rooz|src_pcun_rooz_fmul|src_pcun_rooz_mola|src_date_net|src_date_amar|src_date_rooz|src_quan|src_pcal_net|src_pcal_amar|src_pcal_rooz|src_prcn_net|src_prcn_amar|src_prcn_rooz|src_qust|src_pcst_net|src_pcst_amar|src_pcst_rooz|src_prcn_st_net|src_prcn_st_amar|src_prcn_st_rooz|src_qust_ol|src_pcst_ol_net|src_pcst_ol_amar|src_pcst_ol_rooz|src_prcn_st_ol_net|src_prcn_st_ol_amar|src_prcn_st_ol_rooz|src_qust_in|src_pcst_in_net|src_pcst_in_amar|src_pcst_in_rooz|src_prcn_st_in_net|src_prcn_st_in_amar|src_prcn_st_in_rooz
brv_fhbh,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_fhbh,37,fbh_link_proj|fbh_nufh|fbh_nuse|fbh_cofh|fbh_nusv|fbh_type|fbh_astr|fbh_fact|fbh_mbgh|fbh_desc|fbh_abst|fbh_unit|fbh_tyun|fbh_pcun|fbh_pcun_fmul|fbh_pcun_psn|fbh_pcun_psn_fmul|fbh_prpn|fbh_pcun_ana_net|fbh_pcun_ana_amar|fbh_pcun_ana_rooz|fbh_rad|fbh_notd|fbh_ader|fbh_iscopied_hash|fbh_pcun_ana_zrib|fbh_pcun_ana_zrib_fmul_desc|fbh_pcun_ana_zrib_fmul|fbh_pcun_ana_net_zr|fbh_pcun_ana_amar_zr|fbh_pcun_ana_rooz_zr|fbh_shja|fbh_shmb|fbh_zrib_tdil|fbh_tose|fbh_prja|fbh_yrja
brv_mogs,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_mogs,24,mog_link_proj|mog_id|mog_nusv|mog_type|mog_name|mog_rad|mog_zrib|mog_zrib1|mog_zrib1_fmul|mog_zrib2|mog_zrib2_fmul|mog_zrib3|mog_zrib3_fmul|mog_nusj|mog_dtsj|mog_sj_ok|mog_dscr|mog_col1|mog_col2|mog_col3|mog_col4|mog_col5|mog_col6|mog_col7
brv_grop,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_grop,7,grp_link_proj|grp_nufh|grp_id|grp_nusv|grp_type|grp_grop|grp_rad
brv_nmmhb,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_nmmhb,15,nmb_link_proj|nmb_link_sorclist|nmb_nufh|nmb_nuse|nmb_cofh|nmb_nusv|nmb_type|nmb_rad|nmb_quan|nmb_quan_fmul|nmb_zrib|nmb_zrib_fmul|nmb_mola|nmb_mola_quan|nmb_mola_zrib
brv_sorc_acts,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_sorc_acts,41,src_link_proj|src_link_sorclist|src_nufh|src_coac|src_type|src_nusv|src_rad|src_pcun_net_mola|src_pcun_amar_mola|src_pcun_rooz_mola|src_date_net|src_date_amar|src_date_rooz|src_quan|src_pcal_net|src_pcal_amar|src_pcal_rooz|src_prcn_net|src_prcn_amar|src_prcn_rooz|src_qust|src_pcst_net|src_pcst_amar|src_pcst_rooz|src_prcn_st_net|src_prcn_st_amar|src_prcn_st_rooz|src_qust_ol|src_pcst_ol_net|src_pcst_ol_amar|src_pcst_ol_rooz|src_prcn_st_ol_net|src_prcn_st_ol_amar|src_prcn_st_ol_rooz|src_qust_in|src_pcst_in_net|src_pcst_in_amar|src_pcst_in_rooz|src_prcn_st_in_net|src_prcn_st_in_amar|src_prcn_st_in_rooz
brv_tatbigh,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_tatbigh,10,ttb_link_proj|ttb_nusv|ttb_type|ttb_nufh|ttb_nuse|ttb_cofh|ttb_type_tatbigh|ttb_tofh|ttb_tose|ttb_prcn
brv_bgml,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/ brv_bgml,53,bgm_link_proj|bgm_nusv|bgm_type|bgm_id|bgm_nufh|bgm_cofh|bgm_coac|bgm_rad|bgm_nuse|bgm_dscf|bgm_quan|bgm_quan_fmul|bgm_qust|bgm_qust_fmul|bgm_pcal|bgm_pcal_psn|bgm_pcst|bgm_pcst_psn|bgm_prcn|bgm_swf2|bgm_pcuf|bgm_pcaf|bgm_pcaf_dscr|bgm_pcuf_psn|bgm_pcaf_psn|bgm_przf|bgm_pcal_tdil|bgm_qufz|bgm_pcfz|bgm_qukh|bgm_pckh|bgm_pcal_psn_tdil|bgm_prpn|bgm_mora|bgm_moco|bgm_IsAnalyzed|bgm_Is_In_Parent|bgm_prcf|bgm_weit|bgm_is_equal_ader|bgm_param_x|bgm_mpwk|bgm_qust_ol|bgm_pcst_ol|bgm_prpn_tdnr|bgm_prpn_tdnv|bgm_link_previous|bgm_type_previous|bgm_no_tjhz|bgm_no_tatbigh_in_cnv|bgm_CreatInBgml|bgm_cofh_sorce|bgm_weit_p
brv_khmt,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_khmt,29,kmt_link_proj|kmt_nusv|kmt_type|kmt_id|kmt_nufh|kmt_nuse|kmt_cofh|kmt_nagl_rzmt|kmt_link_mog|kmt_dsmo|kmt_rad|kmt_raj|kmt_sumj|kmt_sumj_fmul|kmt_sujz|kmt_sumt|kmt_pic|kmt_mora|kmt_morj|kmt_moco|kmt_moya|kmt_coac|kmt_is_equal_ader|kmt_param_x|kmt_mpwk|kmt_nusj|kmt_dtsj|kmt_link_previous|kmt_type_previous
brv_ader,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_ader,13,adr_link_proj|adr_nufh|adr_nuse_moth|adr_nuse|adr_cofh_moth|adr_cofh|adr_nusv|adr_type|adr_fmul_tbdl|adr_pric_or_quan|adr_param|adr_param_dscr|adr_mola
brv_rzmt,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_rzmt,58,rmt_link_proj|rmt_nusv|rmt_type|rmt_id|rmt_nufh|rmt_nuse|rmt_cofh|rmt_link_mog|rmt_dsmo|rmt_dsam|rmt_fare|rmt_rad|rmt_raj|rmt_numo|rmt_numo_fmul|rmt_tool|rmt_tool_fmul|rmt_arz|rmt_arz_fmul|rmt_heit|rmt_heit_fmul|rmt_weit|rmt_weit_fmul|rmt_sumj|rmt_sumj_fmul|rmt_sumt|rmt_summ|rmt_mora|rmt_morj|rmt_moco|rmt_moya|rmt_pic|rmt_coac|rmt_is_equal_ader|rmt_param_x|rmt_mpwk|rmt_naghl|rmt_naghl_numo|rmt_naghl_tool|rmt_naghl_arz|rmt_naghl_heit|rmt_naghl_weit|rmt_naghl_sumj|rmt_naghl_zarib_numo|rmt_naghl_zarib_tool|rmt_naghl_zarib_arz|rmt_naghl_zarib_heit|rmt_naghl_zarib_weit|rmt_naghl_zarib_sumj|rmt_link_previous|rmt_type_previous|rmt_sooratjalase_num|rmt_sooratjalase_Date|rmt_sooratjalase_name|rmt_sooratjalase_add|rmt_sooratjalase_view|rmt_sooratjalase_view1|rmt_sooratjalase_view2
brv_hmbs,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_hmbs,19,hmb_link_proj|hmb_nufh|hmb_nuse|hmb_cofh|hmb_link_grop|hmb_dscr|hmb_nusv|hmb_type|hmb_rad|hmb_zar1|hmb_dsz1|hmb_zar2|hmb_dsz2|hmb_zar3|hmb_dsz3|hmb_zar4|hmb_dsz4|hmb_sumz|hmb_checked
brv_dstn_main,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_dstn_main,10,dsn_link_proj|dsn_id|dsn_nusv|dsn_type|dsn_nufh|dsn_link_grop|dsn_dstn|dsn_sum_m|dsn_sum_i|dsn_fromto
brv_dstn_main_rzmt,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_dstn_main_rzmt,11,dsn_link_proj|dsn_link_mog|dsn_id|dsn_nusv|dsn_type|dsn_nufh|dsn_link_grop|dsn_dstn|dsn_sum_m|dsn_sum_i|dsn_fromto
brv_dstb,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_dstb,16,dsb_link_proj|dsb_link_grop|dsb_nufh|dsb_frkm|dsb_nusv|dsb_type|dsb_nuse|dsb_cofh|dsb_tokm|dsb_zrib|dsb_khaki_onvan|dsb_khaki_zarib|dsb_sheni_onvan|dsb_sheni_zarib|dsb_other_onvan|dsb_other_zarib
brv_hmpy,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_hmpy,11,hmp_link_proj|hmp_nufh|hmp_nuse|hmp_cofh|hmp_link_grop|hmp_dscr|hmp_nusv|hmp_type|hmp_rad|hmp_quan|hmp_totl
brv_hmpy_rzmt,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_hmpy_rzmt,12,hmp_link_proj|hmp_nufh|hmp_nuse|hmp_cofh|hmp_link_grop|hmp_dscr|hmp_link_mog|hmp_nusv|hmp_type|hmp_rad|hmp_quan|hmp_totl
brv_dstn_fromto,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_dstn_fromto,18,dsf_link_proj|dsf_link_grop|dsf_link_main|dsf_nufh|dsf_frkm|dsf_nusv|dsf_type|dsf_cofh|dsf_nuse|dsf_tokm|dsf_zrib|dsf_sum_i|dsf_sum_k_i|dsf_sumt|dsf_Formul|dsf_type1_km|dsf_type2_km|dsf_type3_km
brv_dstn_fromto_rzmt,brv,پروژه/برآورد/صورت‌وضعیت Taksa,/NewDataSet/brv_dstn_fromto_rzmt,19,dsf_link_proj|dsf_link_main|dsf_link_mog|dsf_link_grop|dsf_nufh|dsf_frkm|dsf_nusv|dsf_type|dsf_cofh|dsf_nuse|dsf_tokm|dsf_zrib|dsf_sum_i|dsf_sum_k_i|dsf_sumt|dsf_Formul|dsf_type1_km|dsf_type2_km|dsf_type3_km
