grid_name,module_family,workflow_role,column_count,visible_columns,hidden_columns,readonly_columns,input_or_calc_columns,headers_sample,data_props_sample,web_ui_recommendation
note_list_zrib_tsil_brv,برآورد,تعریف برآورد و آیتم‌های پایه,7,7,0,0,1,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | جمع برآوردی | مبلغ تجهیز | جمع کل,fhp_rad | fhp_abst | fhp_mbfh_z | fhp_mbsx_z | fhp_mb_fhsx_z | fhp_mbtj | fhp_mb_totl_tjts_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
nozooli_acti_brv,برآورد,تعریف برآورد و آیتم‌های پایه,9,9,0,0,3,فهرست بهای رشته | عنوان فصل | فعالیت | 80 | شماره | * | شرح ردیف | + | بهای کل ردیف,fhp_abst | mlt_name_and_nuse | bgm_coac | bgm_swf2 | bgm_cofh | fbh_astr_str | fbh_desc | bgm_pcaf_dscr | bgm_pcaf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
nozooli_brv,برآورد,تعریف برآورد و آیتم‌های پایه,8,8,0,0,3,فهرست بهای رشته | عنوان فصل | 80 | شماره | * | شرح ردیف | + | بهای کل ردیف,fhp_abst | mlt_name_and_nuse | bgm_swf2 | bgm_cofh | fbh_astr_str | fbh_desc | bgm_pcaf_dscr | bgm_pcaf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
percent65_acti_brv,برآورد,تعریف برآورد و آیتم‌های پایه,10,10,0,0,5,عنوان فصل | فعالیت | شماره | * | شرح ردیف | واحد | بهای واحد | مقدار | بهای کل ردیف | %ازکل,mlt_name_and_nuse | bgm_coac | bgm_cofh | fbh_astr_str | fbh_desc | fbh_unit | bgm_pcuf | bgm_quan | bgm_pcaf | bgm_przf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
percent65_brv,برآورد,تعریف برآورد و آیتم‌های پایه,9,9,0,0,5,عنوان فصل | شماره | * | شرح ردیف | واحد | بهای واحد | مقدار | بهای کل ردیف | %ازکل,mlt_name_and_nuse | bgm_cofh | fbh_astr_str | fbh_desc | fbh_unit | bgm_pcuf | bgm_quan | bgm_pcaf | bgm_przf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
v4951_brv,برآورد,تعریف برآورد و آیتم‌های پایه,9,9,0,0,1,ردیف | فصل | عنوان فصل | برآورد فصل (پایه) | برآورد فصل (غیر پایه) | جمع برآوردی فصل | %وزنی | تعداد | ؟آنالیز,mlt_rad | mlt_nuse | mlt_name | ses_49fh | ses_49as | ses_49tl | ses_pr49 | ses_nura | ses_nuan,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Zrtd_kolli,تعدیل / شاخص,انتخاب دوره، شاخص، محاسبه ضریب و مبلغ تعدیل,6,6,0,0,3,کلی | سه ماهه | سال | شاخص مبنا | شاخص دوره | ضریب تعدیل,shk_nufh | intp_prod_karkerd | intp_year_karkerd | shk_mabna | shk_jari | shk_ZT,Wizard انتخاب دوره و شاخص + جدول محاسبه با نمایش فرمول و کنترل خطا
difeplus,تعدیل / شاخص,انتخاب دوره، شاخص، محاسبه ضریب و مبلغ تعدیل,13,13,0,0,3,ردیف | صورت مجلس | شماره فاکتور | تاریخ فاکتور | شرح | مقدار | پرت | جاری ( پیوست ها یا فاکتور Min ) | مبنا ( پیوست ها یا آنالیز Max ) | تعدیل سالیانه | زمان به سال | تفاوت بها,fsp_rad | fsp_atsj | fsp_numb | fsp_date | fsp_dscr | fsp_quan | fsp_zrpt | fsp_prja_mtmb | fsp_prmb_mtmb | fsp_tdyr_mtmb | fsp_tiyr_mtmb | fsp_prmf_mtmb,Wizard انتخاب دوره و شاخص + جدول محاسبه با نمایش فرمول و کنترل خطا
seas_shkh,تعدیل / شاخص,انتخاب دوره، شاخص، محاسبه ضریب و مبلغ تعدیل,7,7,0,1,4,ردیف | فصل | عنوان فصل | شاخص مبنا | شاخص جاری | ضریب تعدیل | ضریب رشد,mlt_rad | mlt_nuse_nusu | mlt_name | shk_pd_m_astr | shk_pd_j_astr | ses_Zrib_Tdil_Astr | ses_Zrib_Rshd_Astr,Wizard انتخاب دوره و شاخص + جدول محاسبه با نمایش فرمول و کنترل خطا
dife,صورتجلسه / خدمات,ثبت صورتجلسه/خدمات و اتصال به کارکرد,12,12,0,0,3,ردیف | صورت مجلس | شماره فاکتور | تاریخ فاکتور | شرح | مقدار | پرت | خرید آزاد | پیوست 2 | نرخ مبنا | تفاوت بها | جمع بریال,fsp_rad | fsp_atsj | fsp_numb | fsp_date | fsp_dscr | fsp_quan | fsp_zrpt | fsp_prja | fsp_prfc | fsp_prmb | fsp_prmf | fsp_totl,زیرصفحه پیشرفته/تنظیمات یا جدول تخصصی با دسترسی محدود
Note_list_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,2,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزباضرایب | مبلغ دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mbfh_work | fhp_mbsx_work | fhp_mbfc_work | fhp_mbmp_work | fhp_mbtj_work | fhp_mb_work | fhp_pr_work,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_list_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,3,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | مبلغ تجهیز | مبلغ دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mbfh_work_z | fhp_mbsx_work_z | fhp_mbfc_work_z | fhp_mbmp_work_z | fhp_mbtj_work | fhp_mb_work_z | fhp_pr_work_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_tdil_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,2,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزباضرایب | مبلغ دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mbfh_work_tatb | fhp_mbsx_work_tatb | fhp_mbfc_work_tatb | fhp_mbmp_work_tatb | fhp_mbtj_work_tatb | fhp_mb_work_tatb | fhp_pr_work,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Note_tdil_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,3,ردیف | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | مبلغ تجهیز | مبلغ دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mbfh_work_tatb_z | fhp_mbsx_work_tatb_z | fhp_mbfc_work_tatb_z | fhp_mbmp_work_tatb_z | fhp_mbtj_work_tatb | fhp_mb_work_tatb_z | fhp_pr_work_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Zrtd_Koli,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,1,1,0,0,0,ماه کارکرد,int_prod_Month,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Zrtd_fasli,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,8,8,0,0,3,فصل | عنوان فصل | سه ماهه | ماه کارکرد | سال | شاخص مبنا | شاخص دوره | ضریب تعدیل,shk_nuse | shk_name_nuse | intp_prod_karkerd | int_prod_Month | intp_year_karkerd | shk_mabna | shk_jari | shk_ZT,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
Zrtd_reshte,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,8,8,0,0,3,ردیف | نام دفترچه | سه ماهه | ماه کارکرد | سال | شاخص مبنا | شاخص دوره | ضریب تعدیل,shk_bok_rad | shk_name_nufh | intp_prod_karkerd | int_prod_Month | intp_year_karkerd | shk_mabna | shk_jari | shk_ZT,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
afzayesh_kahesh_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,14,14,0,0,7,ردیف | فعالیت | کد فهرست | * | شرح مختصر | شرح کامل | واحد | مقدار اولیه | مقدار محاسبه شده | مقدار افزایش یافته | مقدار کاهش یافته | قیمت واحد پایه,bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | bgm_quan | bgm_qust | bgm_qufz | bgm_qukh | fbh_pcun,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
afzayesh_kahesh_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,2,ردیف | فصل | عنوان فصل | جمع برآورد شده | جمع اجرا شده | قیمت جدید | افزایش یافته | افزایش یافته + قیمت جدید | کاهش یافته,mlt_rad | mlt_nuse | mlt_name | ses_pctl | ses_pcwo | ses_pcwo_new | ses_pcwo_afza | ses_pcwo_fznew | ses_pcwo_kahe,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
afzayesh_kahesh_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,13,13,0,0,7,ردیف | کد فهرست | * | شرح مختصر | شرح کامل | واحد | مقدار اولیه | مقدار محاسبه شده | مقدار افزایش یافته | مقدار کاهش یافته | قیمت واحد پایه | مبلغ افزایش یافته,bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | bgm_quan | bgm_qust | bgm_qufz | bgm_qukh | fbh_pcun | bgm_pcfz,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
afzayesh_kahesh_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,2,ردیف | فصل | عنوان فصل | جمع برآوردشده | جمع اجرا شده | قیمت جدید | افزایش یافته | افزایش یافته + قیمت جدید | کاهش یافته,mlt_rad | mlt_nuse | mlt_name | ses_pctl_z | ses_pcwo_z | ses_pcwo_new_z | ses_pcwo_afza_z | ses_pcwo_fznew_z | ses_pcwo_kahe_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,12,12,0,1,1,ردیف | فعالیت | ن | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار | جمع بریال | ملاحظات,bgm_rad | bgm_coac | ity_Summ | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_qust | bgm_pcst | bgm_dscf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,13,13,0,0,5,%انجام | مبلغ برآوردی | مقداربرآوردی | ردیف | فعالیت | کد فهرست | * | شرح مختصر | شرح کامل | بهای واحد | مقدار | جمع بریال,bgm_prcn | bgm_pcal | bgm_quan | bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_pcun | bgm_qust | bgm_pcst,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,%انجام | جمع برآوردی | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل,ses_prwo | ses_pctl | mlt_nuse | mlt_name | ses_pcfh_work | ses_pcsx_work | ses_pcfc_work | ses_pcmp_work | ses_pcwo,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_ol_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,7,7,0,0,3,فصل | عنوان فصل | مبلغ برآوردی | جمع قبلی فصل | مابه التفاوت | مبلغ تجمعی فصل | %وزنی,mlt_nuse | mlt_name | ses_pctl | ses_pcwo_ol | ses_pcwo_df | ses_pcwo | ses_prcn_wo,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_ol_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,7,7,0,0,3,فصل | عنوان فصل | مبلغ برآوردی | جمع قبلی فصل | مابه التفاوت | مبلغ تجمعی فصل | %وزنی,mlt_nuse | mlt_name | ses_pctl_z | ses_pcwo_ol_z | ses_pcwo_df_z | ses_pcwo_z | ses_prcn_wo_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,12,12,0,0,5,%انجام | مبلغ برآوردی | مقداربرآوردی | ردیف | کد فهرست | * | شرح مختصر | شرح کامل | بهای واحد | مقدار | جمع بریال | شرح ملاحظات,bgm_prcn | bgm_pcal | bgm_quan | bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_pcun | bgm_qust | bgm_pcst | bgm_dscf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_br_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,%انجام | جمع برآوردی | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل,ses_prwo_z | ses_pctl_z | mlt_nuse | mlt_name | ses_pcfh_work_z | ses_pcsx_work_z | ses_pcfc_work_z | ses_pcmp_work_z | ses_pcwo_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_olbr_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,14,14,0,0,6,ردیف | فعالیت | کد فهرست | * | شرح مختصر | شرح کامل | بهای واحد | مقداربرآوردی | مبلغ برآوردی | مقدارقبلی | مابه التفاوت | مقدارتجمعی,bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_pcun | bgm_quan | bgm_pcal | bgm_qust_ol | bgm_qust_df | bgm_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_olbr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,14,14,0,0,6,ردیف | کد فهرست | * | واحد کار | شرح مختصر | شرح کامل | بهای واحد | مقداربرآوردی | مبلغ برآوردی | مقدارقبلی | مابه التفاوت | مقدارتجمعی,bgm_rad | bgm_cofh | fbh_astr_str | fbh_unit | fbh_abst | fbh_desc | fbh_pcun | bgm_quan | bgm_pcal | bgm_qust_ol | bgm_qust_df | bgm_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_ps_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,14,14,0,0,4,% پیشنهادی | مبلغ پیشنهادی | بها واحد پیشنهادی | ردیف | فعالیت | کد فهرست | * | واحد | شرح مختصر | شرح کامل | بهای واحد | مقدار,fbh_prpn | bgm_pcst_psn | fbh_pcun_psn | bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_unit | fbh_abst | fbh_desc | fbh_pcun | bgm_qust,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_ps_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,% پیشنهاد | جمع پیشنهادی | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل,ses_pr_roshd | ses_pctl_psn | mlt_nuse | mlt_name | ses_pcfh_work | ses_pcsx_work | ses_pcfc_work | ses_pcmp_work | ses_pcwo,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_ps_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,13,13,0,0,4,% پیشنهاد | مبلغ پیشنهادی | بها واحد پیشنهادی | ردیف | کد فهرست | * | واحد | شرح مختصر | شرح کامل | بهای واحد | مقدار | جمع بریال,fbh_prpn | bgm_pcst_psn | fbh_pcun_psn | bgm_rad | bgm_cofh | fbh_astr_str | fbh_unit | fbh_abst | fbh_desc | fbh_pcun | bgm_qust | bgm_pcst,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_and_ps_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,% پیشنهاد | جمع پیشنهادی | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل,ses_pr_roshd_z | ses_pctl_psn_z | mlt_nuse | mlt_name | ses_pcfh_work_z | ses_pcsx_work_z | ses_pcfc_work_z | ses_pcmp_work_z | ses_pcwo_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل | %وزنی,mlt_rad | mlt_nuse | mlt_name | ses_pcfh_work | ses_pcsx_work | ses_pcfc_work | ses_pcmp_work | ses_pcwo | ses_prcn_wo,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_shahr_acti_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,16,14,2,0,3,"ردیف | فعالیت | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار
      a | ریال واحد مصالح
      m | ریال واحد دستمزد
      w | قیمت مصالح
      a*m",bgm_rad | bgm_coac | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_qust | fbh_pcun_masaleh | fbh_pcun_dastmozd | bgm_pcst_masaleh,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_shahr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,15,13,2,0,3,"ردیف | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار
      a | ریال واحد مصالح
      m | ریال واحد دستمزد
      w | قیمت مصالح
      a*m | قیمت دستمزد
      a*w",bgm_rad | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_qust | fbh_pcun_masaleh | fbh_pcun_dastmozd | bgm_pcst_masaleh | bgm_pcst_dastmozd,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,11,11,0,1,1,ردیف | ن | کد فهرست | * | شرح مختصر | شرح کامل | واحد کار | ریال واحد | مقدار | جمع بریال | ملاحظات,bgm_rad | ity_Summ | bgm_cofh | fbh_astr_str | fbh_abst | fbh_desc | fbh_unit | fbh_pcun | bgm_qust | bgm_pcst | bgm_dscf,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdil_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,1,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل | %وزنی | جمع آیتم های استثنا حمل,mlt_rad | mlt_nuse_nusu | mlt_name | ses_pcfh_work_tatb | ses_pcsx_work_tatb | ses_pcfc_work_tatb | ses_pcmp_work_tatb | ses_pctl_work_tatb | ses_prcn_wo | ses_pcwo_HamlItm,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_tdil_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,2,1,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل | %وزنی | جمع آیتم‌های استثنا حمل,mlt_rad | mlt_nuse_nusu | mlt_name | ses_pcfh_work_tatb_z | ses_pcsx_work_tatb_z | ses_pcfc_work_tatb_z | ses_pcmp_work_tatb_z | ses_pctl_work_tatb_z | ses_prcn_wo_z | ses_pcwo_z_HamlItm,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
list_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,ردیف | فصل | عنوان فصل | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | جمع فصل | %وزنی,mlt_rad | mlt_nuse | mlt_name | ses_pcfh_work_z | ses_pcsx_work_z | ses_pcfc_work_z | ses_pcmp_work_z | ses_pcwo_z | ses_prcn_wo_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_afzayesh_kahesh_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,8,8,0,0,3,ردیف | عنوان دفترچه | مبلغ برآوردی | اجرا شده + تجهیز | قیمت جدید | افزایش یافته | افزایش یافته + قیمت جدید | کاهش یافته,fhp_rad | fhp_abst | fhp_mb_totl | fhp_mb_work | fhp_fzkh_new | fhp_fzkh | fhp_fzkh_fznew | fhp_fzkh_kh,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_afzayesh_kahesh_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,11,11,0,0,6,ردیف | عنوان دفترچه | مبلغ برآوردی | اجرا شده + تجهیز | قیمت جدید | % جدید | افزایش یافته | افزایش یافته + قیمت جدید | % افزایش | کاهش یافته | % کاهش,fhp_rad | fhp_abst | fhp_mb_totl_z | fhp_mb_work_z | fhp_fzkh_new_z | fhp_fzkh_new_z_percent | fhp_fzkh_z | fhp_fzkh_fznew_z | fhp_fzkh_fznew_z_percent | fhp_fzkh_kh_z | fhp_fzkh_kh_z_percent,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_list_and_br_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,جمع برآوردی | تجهیزبرآوردباضرایب | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزکارکردباضرایب | مبلغ دفترچه,fhp_mb_totl | fhp_mbtj | fhp_abst | fhp_mbfh_work | fhp_mbsx_work | fhp_mbfc_work | fhp_mbmp_work | fhp_mbtj_work | fhp_mb_work,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_list_and_br_ol_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,7,7,0,0,3,ردیف | عنوان دفترچه | مبلغ برآوردی | جمع قبلی دفترچه | مابه التفاوت | مبلغ تجمعی دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mb_totl | fhp_mb_work_ol | fhp_mb_work_df | fhp_mb_work | fhp_pr_work,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_list_and_br_ol_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,7,7,0,0,2,ردیف | عنوان دفترچه | جمع برآوردی | جمع قبلی دفترچه | مابه التفاوت | مبلغ تجمعی دفترچه | % وزنی,fhp_rad | fhp_abst | fhp_mb_totl_z | fhp_mb_work_ol_z | fhp_mb_work_df_z | fhp_mb_work_z | fhp_pr_work_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_list_and_br_zrib_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,9,9,0,0,1,جمع برآوردی | تجهیزبرآوردی | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزکارکرد | مبلغ دفترچه,fhp_mb_totl_z | fhp_mbtj | fhp_abst | fhp_mbfh_work_z | fhp_mbsx_work_z | fhp_mbfc_work_z | fhp_mbmp_work_z | fhp_mbtj_work | fhp_mb_work_z,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
note_list_and_ps_nozr_svz,صورت‌وضعیت / کارکرد,ثبت کارکرد، مقادیر دوره، قبلی و تجمعی,10,10,0,0,2,% پیشنهاد | جمع پیشنهادی | تجهیزپیشنهادباضرایب | عنوان دفترچه | فهرست بها | ستاره دار | فاکتوری | مصالح پایکار | تجهیزکارکردباضرایب | مبلغ دفترچه,fhp_roshd | fhp_mb_totl_psn | fhp_mbtj_psn | fhp_abst | fhp_mbfh_work | fhp_mbsx_work | fhp_mbfc_work | fhp_mbmp_work | fhp_mbtj_work | fhp_mb_work,جدول حرفه‌ای با گروه‌بندی فصل/دفترچه، جمع‌های sticky، فیلتر، و ویرایش inline محدود
